code,0
1,1671
2,525
3,259
4,158
5,109
6,84
7,63
8,62
9,44
10,36
11,29
12,25
13,17
14,19
15,18
16,12
17,10
18,9
19,5
20,4
21,9
22,4
23,4
24,2
25,4
26,4
27,4
28,6
29,6
30,3
31,3
32,1
33,3
34,3
35,2
36,2
41,1
42,1
44,2
46,2
47,1
48,3
49,1
50,1
52,1
55,5
56,1
57,1
58,1
59,1
60,1
61,1
67,1
71,1
72,3
78,1
82,1
84,1
93,1
103,1
108,1
112,1
116,1
118,1
236,1
251,1
